PLAYER_ID,LEAGUE_ID,Team_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
201933,00,0,724,676,23817.0,5356,10858,0.493276,515,1573,0.327399,3116,4476,0.696157,1440,4514,5954,2994,612,350,1710,1983,14343
1629656,00,0,46,6,786.0,95,235,0.404255,72,189,0.380952,13,19,0.68421,24,70,94,44,31,11,28,72,275
1629060,00,0,147,118,4185.0,751,1574,0.477128,125,347,0.36023,286,367,0.779291,152,614,766,217,104,24,154,278,1913
1630169,00,0,135,97,4440.0,722,1528,0.472513,282,685,0.411678,208,246,0.845528,100,384,484,937,211,77,291,204,1934
1630181,00,0,115,15,2291.0,311,770,0.403896,91,270,0.337037,130,199,0.653266,52,321,373,245,63,23,140,162,843
203501,00,0,586,288,15838.0,2852,6755,0.422205,1253,3505,0.357489,1192,1468,0.811989,196,1454,1650,1095,366,83,622,988,8149
201935,00,0,942,728,32616.0,6920,15651,0.442144,2593,7176,0.361343,7044,8195,0.859548,742,4552,5294,6397,1449,512,3539,2456,23477
203090,00,0,621,372,14019.0,1686,3554,0.474395,378,1182,0.319796,509,816,0.623774,658,1540,2198,572,583,399,521,1265,4259
1629607,00,0,16,0,67.0,15,34,0.441176,5,15,0.333333,7,8,0.875,2,2,4,15,4,1,5,6,42
1626149,00,0,458,29,9863.0,2381,3841,0.61989,9,77,0.116883,1129,1706,0.661781,863,1566,2429,642,252,379,515,983,5900
203914,00,0,468,374,13474.0,2051,4581,0.447718,705,1944,0.362654,719,885,0.812429,284,878,1162,965,547,101,557,837,5526
203925,00,0,414,250,10602.0,1676,3470,0.482997,874,1991,0.438975,358,459,0.779956,238,1106,1344,679,204,80,477,850,4584
202699,00,0,753,633,23619.0,4706,9892,0.475737,1001,2727,0.36707,1900,2294,0.828247,758,3902,4660,1728,557,396,1077,1524,12313
1628404,00,0,296,118,8071.0,1028,2284,0.450087,427,1231,0.346872,435,589,0.738539,253,1448,1701,614,273,104,343,675,2918
1628392,00,0,165,4,2262.0,387,645,0.6,18,47,0.382978,167,245,0.681632,232,418,650,248,85,140,157,368,959
2617,00,0,872,500,21650.0,2659,5433,0.489416,6,62,0.096774,1235,1634,0.755813,1611,4169,5780,733,423,250,809,2058,6559
1630573,00,0,26,0,158.0,23,50,0.46,19,44,0.431818,0,0,0.0,5,24,29,10,1,2,2,7,65
1629637,00,0,194,45,3441.0,594,937,0.633938,27,75,0.36,360,498,0.722891,304,527,831,134,84,148,146,417,1575
1630165,00,0,92,58,2317.0,247,660,0.374242,64,239,0.267782,71,91,0.780219,42,237,279,415,105,45,194,240,629
202330,00,0,734,571,22831.0,3962,8741,0.453266,1022,2752,0.371366,2508,3038,0.825543,558,2744,3302,2576,726,296,1432,1283,11454
1627823,00,0,297,66,4655.0,542,1265,0.428458,249,710,0.350704,256,376,0.680851,241,767,1008,191,115,65,152,322,1589
1626195,00,0,306,46,4691.0,885,1658,0.533775,34,110,0.30909,458,652,0.702453,651,1151,1802,331,128,121,308,509,2262
1629639,00,0,175,33,5294.0,1078,2452,0.439641,398,1034,0.384912,371,436,0.850917,73,748,821,568,113,34,362,242,2925
1627741,00,0,468,297,13675.0,2713,6312,0.429816,1417,3563,0.397698,620,717,0.864714,348,1655,2003,1180,383,136,822,989,7463
1629312,00,0,24,1,203.0,20,56,0.357142,10,33,0.30303,2,7,0.285714,10,21,31,8,3,3,4,14,52
201588,00,0,869,483,23668.0,3299,7227,0.456482,1032,2713,0.38039,1683,2086,0.806807,518,2128,2646,2697,780,227,1057,1704,9313
1630792,00,0,19,0,212.0,24,52,0.461538,13,36,0.361111,11,14,0.785714,11,24,35,8,7,3,3,24,72
1630207,00,0,23,0,96.0,15,43,0.348837,4,19,0.210526,7,10,0.7,1,8,9,8,7,2,6,8,41
1628988,00,0,245,56,4460.0,659,1599,0.412132,236,633,0.372827,242,288,0.840277,66,368,434,588,164,51,261,377,1796
201950,00,0,839,760,27816.0,5359,11643,0.460276,1170,3220,0.363354,1698,2187,0.776406,759,2602,3361,5373,1267,430,2275,1871,13586
203200,00,0,576,285,14149.0,1745,4381,0.39831,979,2683,0.36489,536,654,0.819571,221,1479,1700,860,559,255,508,955,5005
1626158,00,0,376,160,7922.0,1488,2459,0.605124,43,168,0.255952,586,786,0.745547,692,1475,2167,403,220,396,347,1029,3605
203918,00,0,448,253,10978.0,1688,4023,0.419587,647,1770,0.365536,633,753,0.840637,158,1002,1160,736,301,80,426,855,4656
201143,00,0,950,940,30598.0,5425,10541,0.514657,609,1692,0.359929,1530,2015,0.759305,1935,5837,7772,3144,762,1126,1438,2121,12989
1629659,00,0,131,24,2896.0,462,1057,0.437086,90,326,0.276073,202,258,0.782945,64,305,369,346,130,51,193,285,1216
1627863,00,0,204,98,4954.0,594,1390,0.427338,316,864,0.36574,239,313,0.763578,131,596,727,263,136,84,169,353,1743
2730,00,0,1242,1078,39456.0,7051,12016,0.5868,22,103,0.213592,5361,9455,0.567001,4151,10476,14627,1676,1081,2228,3302,3912,19485
1630210,00,0,68,1,381.0,79,207,0.381642,46,135,0.34074,27,32,0.84375,3,30,33,25,13,1,25,40,231
1628989,00,0,274,216,8123.0,1188,2758,0.430746,563,1484,0.37938,186,236,0.788135,165,793,958,871,253,96,366,644,3125
1630190,00,0,54,4,498.0,57,174,0.327586,33,118,0.279661,10,13,0.76923,7,60,67,28,15,9,23,40,157
1630624,00,0,2,0,8.0,0,2,0.0,0,0,0.0,0,0,0.0,1,0,1,1,1,0,1,1,0
1629631,00,0,139,133,4273.0,654,1506,0.434262,213,594,0.358585,310,395,0.78481,87,485,572,224,99,51,201,396,1831
1630538,00,0,69,4,1310.0,230,571,0.402802,131,358,0.365921,107,125,0.856,14,174,188,191,41,20,86,153,698
201586,00,0,903,697,24942.0,4549,8862,0.513315,608,1691,0.35955,1256,1656,0.758454,1879,4590,6469,745,371,1752,1176,2457,10962
2738,00,0,1223,784,39393.0,5021,10855,0.462551,1080,3269,0.330376,2829,3991,0.708844,1115,4915,6030,5128,1761,630,2231,2169,13951
204060,00,0,590,313,15157.0,1805,4016,0.449452,1071,2622,0.408466,413,538,0.767657,189,1725,1914,2213,544,90,927,1099,5094
1627742,00,0,368,329,12079.0,2469,5356,0.460978,494,1371,0.36032,1380,1795,0.768802,278,1618,1896,1412,260,210,888,892,6812
202681,00,0,611,611,20804.0,5184,11034,0.46982,1371,3487,0.393174,2350,2663,0.882463,475,1864,2339,3504,816,241,1597,1392,14089
1628371,00,0,136,106,3512.0,473,1088,0.434742,134,406,0.330049,189,237,0.797468,173,568,741,146,145,206,151,274,1269
1628402,00,0,213,31,3868.0,656,1554,0.422136,247,742,0.332884,257,327,0.785932,81,309,390,221,84,16,169,311,1816
1630543,00,0,36,15,541.0,116,206,0.563106,5,16,0.3125,60,88,0.681818,60,89,149,10,25,52,40,92,297
1628367,00,0,291,92,6718.0,1222,2939,0.415787,263,901,0.291897,569,837,0.679808,250,909,1159,534,251,169,536,733,3276
202704,00,0,703,466,18001.0,3422,8074,0.423829,948,2749,0.344852,1391,1628,0.854422,367,1755,2122,3020,486,88,1325,1380,9183
1628991,00,0,204,195,5521.0,1134,2503,0.453056,341,971,0.351184,609,770,0.790909,264,786,1050,240,177,369,342,766,3218
2544,00,0,1366,1365,52138.0,13543,26825,0.504864,2140,6186,0.345942,7836,10673,0.734189,1601,8609,10210,10045,2136,1041,4788,2516,37062
1629660,00,0,112,5,1916.0,290,728,0.398351,139,404,0.344059,76,97,0.783505,36,179,215,273,65,14,102,163,795
1630198,00,0,96,2,992.0,110,310,0.354838,84,241,0.348547,47,55,0.854545,12,80,92,55,26,7,30,81,351
1629661,00,0,183,36,4423.0,658,1495,0.440133,389,998,0.389779,194,230,0.843478,124,535,659,254,130,52,119,286,1899
1630525,00,0,2,0,2.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
1630552,00,0,22,0,120.0,22,41,0.536585,3,13,0.230769,5,7,0.714285,2,24,26,3,3,2,9,9,52
1629640,00,0,161,142,4660.0,862,1805,0.477562,232,602,0.385382,357,474,0.753164,183,743,926,294,112,40,183,318,2313
1630553,00,0,37,12,696.0,96,272,0.352941,34,100,0.34,41,51,0.803921,24,57,81,76,28,12,46,69,267
1626169,00,0,419,104,8408.0,963,2508,0.383971,322,1074,0.299813,384,509,0.75442,231,1078,1309,612,367,100,447,823,2632
203999,00,0,527,486,16015.0,3982,7345,0.542137,536,1553,0.345138,1864,2246,0.829919,1393,4063,5456,3281,627,376,1462,1467,10364
1627745,00,0,199,74,3033.0,438,659,0.664643,13,43,0.302325,228,325,0.701538,230,455,685,163,77,148,139,448,1117
1630529,00,0,78,69,2335.0,274,576,0.475694,57,169,0.337278,137,163,0.84049,98,198,296,167,130,60,100,238,742
1630539,00,0,21,0,63.0,9,14,0.642857,1,2,0.5,3,8,0.375,3,8,11,4,1,2,6,8,22
1630222,00,0,36,1,385.0,59,138,0.427536,25,70,0.357142,52,79,0.658227,8,57,65,46,9,1,30,32,195
1630200,00,0,106,12,1417.0,203,417,0.48681,13,56,0.232142,88,110,0.8,37,139,176,272,50,7,59,91,507
1626145,00,0,455,72,8378.0,1090,2505,0.435129,299,850,0.351764,328,401,0.817955,103,696,799,1691,444,33,326,378,2807
1627884,00,0,280,97,5537.0,685,1346,0.508915,134,449,0.29844,329,471,0.698513,359,605,964,197,184,193,155,572,1833
201599,00,0,980,776,26195.0,3619,5377,0.673051,1,12,0.083333,1694,3563,0.475442,3001,7141,10142,932,537,1501,1331,2483,8933
202709,00,0,728,173,16161.0,1993,4492,0.443677,403,1172,0.343856,772,981,0.786952,369,1515,1884,2186,562,167,764,1192,5161
1628379,00,0,297,74,6973.0,1069,2380,0.449159,550,1294,0.425038,278,320,0.86875,77,770,847,603,147,44,277,435,2966
1630296,00,0,11,0,197.0,33,72,0.458333,6,21,0.285714,7,13,0.538461,13,37,50,11,10,11,11,26,79
1630557,00,0,77,36,1801.0,234,514,0.455252,112,320,0.35,54,62,0.870967,53,156,209,85,35,22,50,93,634
1628467,00,0,326,135,7389.0,820,1838,0.446137,406,1132,0.358657,261,328,0.795731,390,1171,1561,345,141,301,219,675,2307
1630233,00,0,70,2,546.0,82,188,0.43617,10,46,0.217391,88,115,0.765217,59,98,157,30,16,18,33,64,262
1628995,00,0,212,61,4011.0,569,1543,0.368762,240,706,0.339943,260,369,0.704607,113,511,624,172,82,60,183,337,1638
1629723,00,0,134,7,2048.0,228,437,0.521739,78,192,0.40625,53,81,0.65432,140,364,504,178,82,34,54,137,587
1627788,00,0,256,49,4793.0,700,1730,0.404624,373,1052,0.354562,243,316,0.768987,75,499,574,344,154,37,180,294,2016
1628436,00,0,148,35,2120.0,295,723,0.408022,144,444,0.324324,73,97,0.752577,88,291,379,145,51,119,58,152,807
1630249,00,0,30,8,690.0,68,167,0.407185,32,98,0.32653,19,22,0.863636,18,83,101,57,19,8,29,65,187
1629083,00,0,2,0,5.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0
1630228,00,0,70,12,1185.0,236,460,0.513043,50,149,0.33557,130,190,0.68421,54,180,234,64,31,22,74,146,652
1628398,00,0,342,212,10399.0,2013,4487,0.448629,638,1883,0.338821,672,929,0.723358,378,1738,2116,759,195,184,646,705,5336
203897,00,0,478,391,15218.0,3384,7344,0.460784,1031,2673,0.385708,1667,2009,0.829766,221,1655,1876,1860,423,145,1271,1039,9466
1630237,00,0,26,3,423.0,46,120,0.383333,23,73,0.315068,18,21,0.857142,27,44,71,25,6,5,19,34,133
203087,00,0,573,136,11896.0,2127,4841,0.439372,601,1755,0.34245,950,1109,0.856627,303,1770,2073,904,417,218,466,924,5805
1629111,00,0,54,1,589.0,101,204,0.495098,29,89,0.325842,34,41,0.829268,63,75,138,45,10,14,31,53,265
1629641,00,0,98,11,1424.0,132,330,0.4,39,130,0.3,50,79,0.632911,57,127,184,47,36,29,37,104,353
1627774,00,0,243,49,3099.0,458,996,0.459839,131,437,0.299771,128,178,0.719101,102,315,417,127,99,71,122,254,1175
1627747,00,0,318,180,8759.0,1747,3998,0.436968,438,1317,0.332574,717,973,0.736896,236,980,1216,1257,343,107,609,644,4649
1627814,00,0,216,53,4538.0,628,1447,0.434001,267,748,0.356951,257,296,0.868243,100,657,757,311,159,21,160,353,1780
1630240,00,0,85,7,1384.0,168,387,0.434108,22,83,0.26506,117,160,0.73125,38,146,184,281,68,25,91,120,475
203458,00,0,570,235,10770.0,1682,3317,0.507084,110,334,0.329341,897,1313,0.683168,1078,2263,3341,489,224,550,675,1465,4371
202695,00,0,576,549,18025.0,3986,8080,0.493316,865,2251,0.384273,2248,2620,0.858015,696,2993,3689,1672,1013,367,933,988,11085
1630575,00,0,2,0,7.0,0,0,0.0,0,0,0.0,1,2,0.5,0,0,0,1,1,0,0,0,1
1630184,00,0,78,0,1246.0,189,483,0.391304,53,178,0.297752,53,63,0.841269,21,89,110,173,49,11,60,105,484
203081,00,0,711,711,25832.0,5725,13097,0.437123,2143,5752,0.372566,3917,4388,0.892661,425,2551,2976,4726,682,221,1995,1368,17510
1629642,00,0,138,30,2301.0,288,633,0.454976,93,293,0.317406,133,183,0.726775,121,351,472,99,43,63,73,205,802
1630587,00,0,19,5,383.0,41,90,0.455555,27,64,0.421875,12,14,0.857142,15,42,57,21,13,7,15,37,121
1626172,00,0,367,150,6014.0,734,1294,0.567233,10,58,0.172413,243,401,0.605985,678,1072,1750,498,178,206,216,768,1721
201572,00,0,868,828,26193.0,5443,11019,0.493964,652,1914,0.340647,2709,3403,0.796062,1774,3633,5407,1245,503,1530,1481,2303,14247
201577,00,0,939,603,20573.0,3429,6394,0.536284,53,180,0.294444,1285,1731,0.742345,2121,2483,4604,796,216,1034,1036,1808,8196
1629712,00,0,12,1,186.0,15,46,0.326086,11,31,0.354838,2,2,1.0,6,14,20,8,4,2,8,18,43
201567,00,0,812,659,25089.0,4710,10686,0.440763,1467,3935,0.372808,3418,4124,0.828806,2076,6590,8666,1919,528,342,1547,1626,14305
200768,00,0,1023,787,32616.0,4850,11421,0.424656,1971,5349,0.36848,3445,4235,0.813459,804,3671,4475,6469,1350,298,2419,2810,15116
1630994,00,0,4,0,44.0,5,19,0.263157,3,8,0.375,0,0,0.0,2,5,7,11,3,0,3,7,13
1627789,00,0,328,60,5254.0,648,1657,0.391068,320,956,0.334728,321,387,0.829457,124,532,656,293,132,42,232,605,1937
1626168,00,0,449,126,8216.0,1285,2915,0.440823,394,1167,0.337617,539,731,0.737346,375,1578,1953,477,175,156,376,649,3503
1630177,00,0,116,56,2686.0,345,931,0.370569,149,463,0.321814,180,235,0.765957,45,297,342,338,87,22,206,193,1019
1630572,00,0,41,3,407.0,57,115,0.495652,22,52,0.423076,18,22,0.818181,35,47,82,22,9,9,15,28,154
1629611,00,0,189,49,3942.0,549,1119,0.490616,121,319,0.37931,224,285,0.785964,170,552,722,366,95,39,142,350,1443
1630544,00,0,60,26,1367.0,231,588,0.392857,98,272,0.360294,65,82,0.792682,25,146,171,91,47,12,71,102,625
1626246,00,0,286,25,2641.0,641,1117,0.573858,10,39,0.25641,396,517,0.765957,375,722,1097,139,54,92,191,329,1688
1628374,00,0,282,256,8389.0,1530,3472,0.440668,629,1726,0.364426,650,765,0.849673,307,1597,1904,354,189,141,355,526,4339
1630230,00,0,87,14,1435.0,191,478,0.399581,50,188,0.265957,127,168,0.755952,53,237,290,150,59,18,84,127,559
1628997,00,0,131,16,2507.0,341,750,0.454666,115,317,0.362776,129,178,0.724719,111,298,409,154,107,49,100,198,926
1628998,00,0,171,24,3618.0,376,818,0.459657,95,294,0.323129,142,215,0.660465,172,432,604,360,164,53,145,246,989
1630231,00,0,124,10,2724.0,441,841,0.524375,95,264,0.359848,138,207,0.666666,153,386,539,149,64,81,98,202,1115
1629726,00,0,147,57,2977.0,305,754,0.404509,234,630,0.371428,258,309,0.834951,54,247,301,100,94,32,59,306,1102
202083,00,0,898,754,27347.0,3730,8866,0.420708,1782,4721,0.377462,1679,2038,0.823846,455,2136,2591,1786,889,180,1045,1885,10921
1630178,00,0,136,82,3586.0,681,1424,0.47823,163,412,0.395631,274,316,0.867088,37,307,344,441,81,45,129,235,1799
1630219,00,0,61,5,489.0,76,162,0.469135,22,65,0.338461,30,34,0.882352,15,45,60,47,21,2,19,24,204
1630540,00,0,40,2,372.0,32,108,0.296296,17,68,0.25,8,12,0.666666,4,38,42,41,14,1,5,45,89
1630644,00,0,2,0,24.0,3,6,0.5,1,3,0.333333,1,1,1.0,0,3,3,1,1,1,3,5,8
203468,00,0,590,493,18625.0,4356,9567,0.455315,1368,3452,0.396292,1261,1557,0.80989,372,1669,2041,2044,526,223,1027,1254,11341
204456,00,0,481,86,10691.0,1470,2925,0.502564,113,346,0.326589,246,320,0.76875,260,1176,1436,2404,613,94,766,719,3299
1630183,00,0,133,58,3313.0,419,921,0.45494,152,450,0.337777,84,116,0.724137,128,397,525,150,87,114,122,396,1074
1629667,00,0,118,20,2092.0,289,608,0.475328,85,237,0.358649,112,153,0.732026,97,307,404,124,62,44,92,224,775
203926,00,0,527,94,11012.0,1836,3855,0.476264,723,1766,0.409399,451,550,0.82,224,1012,1236,496,113,53,344,774,4846
201580,00,0,821,336,13982.0,2796,4853,0.576138,12,66,0.181818,932,1541,0.604802,1552,2792,4344,358,327,1212,826,1823,6536
203585,00,0,285,120,5634.0,619,1470,0.421088,260,739,0.351826,144,219,0.657534,233,578,811,353,145,49,179,420,1642
1629162,00,0,143,7,2430.0,275,620,0.443548,89,253,0.351778,79,109,0.72477,50,201,251,498,142,20,120,129,718
203463,00,0,556,268,12534.0,1768,4270,0.414051,868,2392,0.362876,611,783,0.780332,222,1047,1269,563,353,106,608,1175,5015
1629001,00,0,235,55,4853.0,714,1745,0.409169,295,818,0.360635,245,320,0.765625,162,681,843,660,309,113,337,435,1968
1629002,00,0,143,26,2018.0,337,728,0.462912,70,227,0.30837,125,164,0.762195,86,430,516,111,74,58,115,173,869
203114,00,0,651,576,20693.0,4034,8801,0.458357,1216,3102,0.392005,1852,2103,0.880646,401,2765,3166,2461,794,123,1362,1666,11136
201988,00,0,820,105,17013.0,2687,6306,0.426102,1447,3716,0.389397,699,818,0.854523,247,1143,1390,1894,533,73,798,1076,7520
200794,00,0,1085,746,30498.0,5455,11158,0.488886,541,1588,0.34068,3085,4190,0.736276,2343,5330,7673,2378,1327,1045,1829,3248,14536
1629003,00,0,178,34,3714.0,641,1434,0.447001,186,515,0.361165,263,321,0.819314,87,326,413,454,95,50,200,350,1731
1630558,00,0,75,19,2076.0,352,843,0.417556,101,320,0.315625,56,85,0.658823,33,133,166,313,55,24,114,141,861
1628378,00,0,345,337,11637.0,2953,6701,0.44068,958,2657,0.360557,1370,1644,0.833333,269,1164,1433,1542,445,99,964,874,8234
1630596,00,0,69,69,2331.0,422,830,0.508433,23,92,0.25,167,252,0.662698,143,427,570,174,56,115,133,147,1034
1628370,00,0,309,38,6298.0,1156,2724,0.424375,508,1431,0.354996,356,429,0.829836,102,615,717,627,162,77,389,425,3176
202328,00,0,646,417,17670.0,3371,6556,0.514185,1,17,0.058823,1659,2361,0.702668,1799,3494,5293,1376,680,373,1198,1435,8402
1630541,00,0,52,11,607.0,80,183,0.437158,40,110,0.363636,28,36,0.777777,17,63,80,23,7,10,13,43,228
1629875,00,0,10,0,137.0,25,51,0.490196,5,14,0.357142,3,5,0.6,2,12,14,24,7,3,6,9,58
1629630,00,0,187,187,6016.0,1457,3071,0.474438,221,676,0.326923,826,1095,0.754337,187,649,836,1337,181,53,619,283,3961
1629752,00,0,52,0,313.0,31,59,0.525423,8,23,0.347826,6,11,0.545454,21,40,61,16,5,3,10,43,76
202693,00,0,715,376,17725.0,3018,6762,0.446317,607,1782,0.340628,1179,1518,0.776679,870,2844,3714,1153,578,369,1086,1965,7822
1628420,00,0,280,105,7067.0,1170,2434,0.48069,334,848,0.393867,273,329,0.829787,97,558,655,1042,221,48,218,316,2947
202694,00,0,718,437,19451.0,3258,7486,0.435212,1140,3020,0.377483,1265,1637,0.772755,649,2649,3298,1085,488,204,856,1548,8921
1628539,00,0,84,12,1209.0,169,409,0.413202,118,320,0.36875,27,38,0.710526,13,94,107,39,18,15,29,89,483
1630530,00,0,62,1,864.0,109,277,0.393501,71,186,0.38172,45,51,0.882352,47,100,147,38,23,7,16,60,334
1627749,00,0,320,249,8257.0,1628,3577,0.455129,218,661,0.329803,519,673,0.771173,323,1597,1920,1540,455,84,594,596,3993
1627750,00,0,345,270,10384.0,2073,4651,0.44571,673,1834,0.366957,820,934,0.877944,270,988,1258,1322,328,109,678,647,5639
203488,00,0,432,30,6695.0,957,2090,0.457894,410,1087,0.377184,342,404,0.846534,352,1019,1371,378,150,211,257,630,2666
1629004,00,0,220,46,3746.0,511,1285,0.397665,290,822,0.352798,139,177,0.78531,70,325,395,298,132,21,202,229,1451
